PV,Hydropower
0.00073478,-0.397338882
0.00073478,-0.291537972
0,-0.027035696
0,-0.280957881
0,-0.355018518
0,-0.725321705
0,-0.640680976
0,-0.704161523
0,-0.534880066
0,-0.365598609
0,-0.735901796
0,-0.661841159
0,-0.735901796
0,-0.67242125
0,-0.397338882
0,0.311527218
0,-0.164576879
0,-0.418499064
0,-0.344438427
0,0.279786945
0,0.279786945
0,0.396167946
0,0.417328129
0,0.195146216
0,0.110505488
0,0.004704578
0,-0.534880066
0,-0.725321705
0,-0.386758791
0,-0.503139793
0,-0.683001341
0,-0.67242125
0,-0.640680976
0,-0.344438427
0,-0.280957881
0,-0.058775969
0,-0.280957881
0,-0.418499064
0,-0.524299975
0,-0.704161523
0,-0.67242125
0,-0.355018518
0,-0.238637517
0,-0.355018518
0,-0.587780521
0,-0.598360612
0,-0.090516242
0,0.02586476
0,0.322107309
0,-0.048195878
0,-0.344438427
0,-0.397338882
0,-0.365598609
0,-0.439659246
0,-0.481979611
0,-0.418499064
0,-0.735901796
0,-0.661841159
0,-0.746481887
0,-0.661841159
0,-0.67242125
0,-0.397338882
0.0085217,-0.3761787
0.0085217,-0.418499064
